Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
drift_2_run4,19.0,5.254260480903611e-12,0.24817453337725745,0.00017340714715946185,-1.1913808300441486,-0.0002065939509184275,3,2,hbo,False,S3_D2 hbo
drift_3_run1,19.0,5.254260480903611e-12,0.0021547997010941413,0.00015122084959662914,-3.5466045554334067,-0.0005363205540559149,3,2,hbo,True,S3_D2 hbo
drift_3_run2,19.0,5.254260480903611e-12,0.5950775612907876,0.00016299057767561476,0.5405809463148167,8.810960072028247e-05,3,2,hbo,False,S3_D2 hbo
drift_3_run3,19.0,5.254260480903611e-12,0.012301772362410583,0.0001634792044703836,-2.7659501398995228,-0.0004521753284755202,3,2,hbo,True,S3_D2 hbo
drift_3_run4,19.0,5.254260480903611e-12,0.6497644199900109,0.0001696074632214998,-0.461379793198817,-7.825345630611153e-05,3,2,hbo,False,S3_D2 hbo
arith,19.0,1.060616769032072e-13,6.627151588798283e-08,4.7059393854720877e-07,-8.508839707447704,-4.004208390394694e-06,3,2,hbr,True,S3_D2 hbr
arith1,19.0,1.060616769032072e-13,0.7186805334229316,4.7048004294739524e-07,-0.36562950331258587,-1.7202138442134017e-07,3,2,hbr,False,S3_D2 hbr
constant_run1,19.0,1.060616769032072e-13,0.07068835695575779,6.179375566501e-07,1.9148651719680947,1.183267105680338e-06,3,2,hbr,False,S3_D2 hbr
constant_run2,19.0,1.060616769032072e-13,0.4050419168032545,6.536771704298086e-07,-0.8516006155858973,-5.566718807324725e-07,3,2,hbr,False,S3_D2 hbr
constant_run3,19.0,1.060616769032072e-13,0.37647806618025814,6.520783465477678e-07,0.9056208577426231,5.905357515159809e-07,3,2,hbr,False,S3_D2 hbr
constant_run4,19.0,1.060616769032072e-13,0.08147140438574871,6.657765283386596e-07,1.8398250731170736,1.2249123499303057e-06,3,2,hbr,False,S3_D2 hbr
control,19.0,1.060616769032072e-13,2.2769251968121953e-05,4.7071402593480017e-07,5.567043439826103,2.6204854301144634e-06,3,2,hbr,True,S3_D2 hbr
drift_1_run1,19.0,1.060616769032072e-13,0.022318395766990712,2.251583013296511e-05,2.48754330017777,5.6009102395198107e-05,3,2,hbr,True,S3_D2 hbr
drift_1_run2,19.0,1.060616769032072e-13,0.5163778000261638,2.4511782740246577e-05,0.6612713375000701,1.6208939357153987e-05,3,2,hbr,False,S3_D2 hbr
drift_1_run3,19.0,1.060616769032072e-13,2.7012694650148927e-05,2.4541609968143673e-05,5.4886221041989085,0.00013469962294378163,3,2,hbr,True,S3_D2 hbr
drift_1_run4,19.0,1.060616769032072e-13,0.0015463763754885239,2.5553756577312868e-05,3.6923784470076564,9.435414002615018e-05,3,2,hbr,True,S3_D2 hbr
drift_2_run1,19.0,1.060616769032072e-13,0.015449102117169532,2.069432549409605e-05,2.660486434195496,5.505697224186855e-05,3,2,hbr,True,S3_D2 hbr
drift_2_run2,19.0,1.060616769032072e-13,0.003447000803767978,2.324601311553749e-05,-3.3391805227064806,-7.762263422598218e-05,3,2,hbr,True,S3_D2 hbr
drift_2_run3,19.0,1.060616769032072e-13,0.0472271071417538,2.3285823682435627e-05,2.1217928190391504,4.9407693474803694e-05,3,2,hbr,True,S3_D2 hbr
drift_2_run4,19.0,1.060616769032072e-13,0.4710239055903712,2.4637148343805215e-05,0.7354894583136888,1.812036288977929e-05,3,2,hbr,False,S3_D2 hbr
drift_3_run1,19.0,1.060616769032072e-13,0.14517399913102272,2.1484988163506157e-05,-1.5192156479060832,-3.264033021307553e-05,3,2,hbr,False,S3_D2 hbr
drift_3_run2,19.0,1.060616769032072e-13,0.5569179449544335,2.3157194536762305e-05,-0.5979749216157471,-1.3847421587961046e-05,3,2,hbr,False,S3_D2 hbr
drift_3_run3,19.0,1.060616769032072e-13,0.09982086947285618,2.3226617112617308e-05,-1.7301144987745833,-4.0184707024025054e-05,3,2,hbr,False,S3_D2 hbr
drift_3_run4,19.0,1.060616769032072e-13,0.08902148814857666,2.4097301063156162e-05,1.7923150194150164,4.318995462286023e-05,3,2,hbr,False,S3_D2 hbr
arith,19.0,4.190610314406321e-12,6.482709378225043e-08,2.9580514473802363e-06,-8.521153050489968,-2.5206009114350366e-05,4,2,hbo,True,S4_D2 hbo
arith1,19.0,4.190610314406321e-12,0.51217802525248,2.957335524338561e-06,0.6679827045190744,1.975448981718007e-06,4,2,hbo,False,S4_D2 hbo
constant_run1,19.0,4.190610314406321e-12,0.09598681578352321,3.884221478675221e-06,-1.7514992491346049,-6.803211003372155e-06,4,2,hbo,False,S4_D2 hbo
constant_run2,19.0,4.190610314406321e-12,0.303500519485497,4.108872940604904e-06,1.05759814328278,4.345536392968602e-06,4,2,hbo,False,S4_D2 hbo
constant_run3,19.0,4.190610314406321e-12,0.02491630772515671,4.098823080394257e-06,-2.435044808762936,-9.980817863951742e-06,4,2,hbo,True,S4_D2 hbo
constant_run4,19.0,4.190610314406321e-12,0.06344377713161685,4.184926880621935e-06,1.971199177594413,8.249324425374711e-06,4,2,hbo,False,S4_D2 hbo
control,19.0,4.190610314406321e-12,0.9942636205203019,2.9588062906571672e-06,-0.007284732803410766,-2.1554113244488396e-08,4,2,hbo,False,S4_D2 hbo
drift_1_run1,19.0,4.190610314406321e-12,0.9354707130158844,0.00014152962556083484,-0.08204292424089697,-1.161150434773009e-05,4,2,hbo,False,S4_D2 hbo
drift_1_run2,19.0,4.190610314406321e-12,0.1281442296018701,0.0001540757508192651,1.590851640345283,0.00024511166092825896,4,2,hbo,False,S4_D2 hbo
drift_1_run3,19.0,4.190610314406321e-12,0.0007966015644071283,0.00015426323830566307,3.9829612327378445,0.0006144244978080557,4,2,hbo,True,S4_D2 hbo
drift_1_run4,19.0,4.190610314406321e-12,0.16320528588091432,0.00016062537240253816,1.450583632983902,0.00023300053624906598,4,2,hbo,False,S4_D2 hbo
drift_2_run1,19.0,4.190610314406321e-12,0.000584332647262718,0.0001300800424020498,-4.1186460573775365,-0.0005357536537827052,4,2,hbo,True,S4_D2 hbo
drift_2_run2,19.0,4.190610314406321e-12,0.05115591313192104,0.00014611939744595226,-2.0814563963124164,-0.0003041411544391935,4,2,hbo,False,S4_D2 hbo
drift_2_run3,19.0,4.190610314406321e-12,2.856433969198952e-05,0.00014636963803638063,-5.463060697379708,-0.0007996262168462451,4,2,hbo,True,S4_D2 hbo
drift_2_run4,19.0,4.190610314406321e-12,0.028204927420918555,0.00015486377181716222,-2.37548194555646,-0.00036787609397244425,4,2,hbo,True,S4_D2 hbo
drift_3_run1,19.0,4.190610314406321e-12,0.13660708783308698,0.00013504997648334794,-1.554321504661293,-0.00020991108265206964,4,2,hbo,False,S4_D2 hbo
drift_3_run2,19.0,4.190610314406321e-12,0.8652195273832923,0.00014556110312046377,-0.172047460442125,-2.5043418131030065e-05,4,2,hbo,False,S4_D2 hbo
drift_3_run3,19.0,4.190610314406321e-12,0.0004800712205376443,0.000145997478377703,-4.204763497504071,-0.0006138848678102054,4,2,hbo,True,S4_D2 hbo
drift_3_run4,19.0,4.190610314406321e-12,0.029172780377861574,0.00015147040887921606,-2.3591839786370095,-0.0003573465618654436,4,2,hbo,True,S4_D2 hbo
arith,19.0,2.7242821785070565e-13,1.5602474050457675e-05,7.542114633374672e-07,-5.741658554980116,-4.330424700735642e-06,4,2,hbr,True,S4_D2 hbr
arith1,19.0,2.7242821785070565e-13,0.537744144490504,7.540289251448415e-07,-0.6275879436355519,-4.732194625733766e-07,4,2,hbr,False,S4_D2 hbr
constant_run1,19.0,2.7242821785070565e-13,0.4823465647263696,9.90356123776332e-07,0.7165847071651699,7.096740529454956e-07,4,2,hbr,False,S4_D2 hbr
constant_run2,19.0,2.7242821785070565e-13,0.17822506744458796,1.0476352857033312e-06,1.3979882613694072,1.4645818316096422e-06,4,2,hbr,False,S4_D2 hbr
constant_run3,19.0,2.7242821785070565e-13,0.03871202735143196,1.045072882746303e-06,2.220899627875239,2.3210019763937677e-06,4,2,hbr,True,S4_D2 hbr
constant_run4,19.0,2.7242821785070565e-13,0.002911740430239807,1.0670266838629631e-06,-3.4138564726728426,-3.642675951220216e-06,4,2,hbr,True,S4_D2 hbr
control,19.0,2.7242821785070565e-13,0.01410804767015358,7.544039249841329e-07,2.7026611521143598,2.0388981810572117e-06,4,2,hbr,True,S4_D2 hbr
drift_1_run1,19.0,2.7242821785070565e-13,0.6778138872013373,3.6085669197666246e-05,-0.42192703858820757,-1.522551954004502e-05,4,2,hbr,False,S4_D2 hbr
drift_1_run2,19.0,2.7242821785070565e-13,0.15476979170401525,3.928454239466765e-05,-1.4818727514165664,-5.82146929265269e-05,4,2,hbr,False,S4_D2 hbr
drift_1_run3,19.0,2.7242821785070565e-13,0.0009960567004898614,3.933234589436639e-05,3.8851358855032996,0.00015281150849523123,4,2,hbr,True,S4_D2 hbr
drift_1_run4,19.0,2.7242821785070565e-13,0.0005135895727492424,4.095449295722528e-05,-4.175182870846501,-0.00017099249747921065,4,2,hbr,True,S4_D2 hbr
drift_2_run1,19.0,2.7242821785070565e-13,0.6556715797949715,3.316638025952451e-05,-0.45301087691001524,-1.5024731005298218e-05,4,2,hbr,False,S4_D2 hbr
drift_2_run2,19.0,2.7242821785070565e-13,0.8988521070783386,3.725591881348187e-05,-0.12882233585784847,-4.799394486083097e-06,4,2,hbr,False,S4_D2 hbr
drift_2_run3,19.0,2.7242821785070565e-13,7.985531764244657e-05,3.7319722410292387e-05,4.998001528096396,0.00018652402963477467,4,2,hbr,True,S4_D2 hbr
drift_2_run4,19.0,2.7242821785070565e-13,2.630783749478677e-08,3.9485463332162167e-05,-9.034603999330795,-0.00035673552493618177,4,2,hbr,True,S4_D2 hbr
drift_3_run1,19.0,2.7242821785070565e-13,0.10404788426079968,3.4433559455973695e-05,-1.7073428281838559,-5.878989078599908e-05,4,2,hbr,False,S4_D2 hbr
drift_3_run2,19.0,2.7242821785070565e-13,0.10984447239160397,3.7113571059330196e-05,1.6773725239573827,6.225328436086037e-05,4,2,hbr,False,S4_D2 hbr
drift_3_run3,19.0,2.7242821785070565e-13,7.623618642058026e-07,3.7224833228762084e-05,7.206693292678662,0.0002682679559508015,4,2,hbr,True,S4_D2 hbr
drift_3_run4,19.0,2.7242821785070565e-13,4.64551639959956e-11,3.862026092693351e-05,-13.271287627955603,-0.0005125405910280298,4,2,hbr,True,S4_D2 hbr
arith,19.0,1.9951138649607932e-11,9.148951712375984e-07,6.454326451730957e-06,-7.114073756179607,-4.591655442407505e-05,2,3,hbo,True,S2_D3 hbo
arith1,19.0,1.9951138649607932e-11,0.01840169205956182,6.452764341974759e-06,-2.5787050140958256,-1.6639775763429062e-05,2,3,hbo,True,S2_D3 hbo
constant_run1,19.0,1.9951138649607932e-11,0.252363360737626,8.475185060218608e-06,1.1805164034709,1.0005094986039575e-05,2,3,hbo,False,S2_D3 hbo
constant_run2,19.0,1.9951138649607932e-11,0.0015242877030872384,8.965363780550511e-06,3.698690362421301,3.3160104610723175e-05,2,3,hbo,True,S2_D3 hbo
constant_run3,19.0,1.9951138649607932e-11,0.582040048220692,8.943435467352572e-06,-0.5599736935940194,-5.008088592073175e-06,2,3,hbo,False,S2_D3 hbo
constant_run4,19.0,1.9951138649607932e-11,0.0013497750000610927,9.131309831706934e-06,3.752010142509227,3.426076710295864e-05,2,3,hbo,True,S2_D3 hbo
control,19.0,1.9951138649607932e-11,1.267414173817558e-05,6.455973483574681e-06,-5.838404219200092,-3.7692582825546327e-05,2,3,hbo,True,S2_D3 hbo
drift_1_run1,19.0,1.9951138649607932e-11,0.00394380539738366,0.00030881085816471704,-3.27943493111101,-0.0010127251153717407,2,3,hbo,True,S2_D3 hbo
drift_1_run2,19.0,1.9951138649607932e-11,0.8413138605639073,0.00033618590202811314,0.20297314698840047,6.82367105077802e-05,2,3,hbo,False,S2_D3 hbo
drift_1_run3,19.0,1.9951138649607932e-11,0.30275186118960623,0.000336594990735444,1.0592841657132879,0.0003565497439444667,2,3,hbo,False,S2_D3 hbo
drift_1_run4,19.0,1.9951138649607932e-11,0.08144142072993074,0.0003504768623395662,1.8400212974380965,0.0006448848909640817,2,3,hbo,False,S2_D3 hbo
drift_2_run1,19.0,1.9951138649607932e-11,0.016046962466888748,0.0002838284165954578,-2.6427952983784255,-0.000750100404924669,2,3,hbo,True,S2_D3 hbo
drift_2_run2,19.0,1.9951138649607932e-11,0.12320697900028026,0.00031882552038831036,1.6131089190271115,0.0005143002905518436,2,3,hbo,False,S2_D3 hbo
drift_2_run3,19.0,1.9951138649607932e-11,0.00018020918497243287,0.0003193715333603055,-4.635917644933812,-0.001480580126794608,2,3,hbo,True,S2_D3 hbo
drift_2_run4,19.0,1.9951138649607932e-11,0.7234787085800921,0.000337905326068473,0.3591018163968374,0.00012134241636135427,2,3,hbo,False,S2_D3 hbo
drift_3_run1,19.0,1.9951138649607932e-11,0.002424186499960432,0.0002946725745064674,-3.494725751064605,-0.0010297998342602551,2,3,hbo,True,S2_D3 hbo
drift_3_run2,19.0,1.9951138649607932e-11,0.12899180514841313,0.0003176073489342462,1.5871035070466406,0.0005040757373573283,2,3,hbo,False,S2_D3 hbo
drift_3_run3,19.0,1.9951138649607932e-11,0.0937085594823784,0.0003185594988260862,-1.7645585671622461,-0.0005621168928044818,2,3,hbo,False,S2_D3 hbo
drift_3_run4,19.0,1.9951138649607932e-11,0.06458575465337914,0.0003305011708127872,1.9619509020421442,0.0006484270702021327,2,3,hbo,False,S2_D3 hbo
arith,19.0,1.130763763283211e-12,0.00045102789268323165,1.5365723911179205e-06,-4.232124435436526,-6.502965563267282e-06,2,3,hbr,True,S2_D3 hbr
arith1,19.0,1.130763763283211e-12,0.31336696440552403,1.5362005018524457e-06,-1.035651590005631,-1.5909684923109337e-06,2,3,hbr,False,S2_D3 hbr
constant_run1,19.0,1.130763763283211e-12,0.011215444544842917,2.017675348549263e-06,-2.8084413460456523,-5.666522871762822e-06,2,3,hbr,True,S2_D3 hbr
constant_run2,19.0,1.130763763283211e-12,0.00017873884524410462,2.1343715048419955e-06,4.639541053876819,9.902504220939283e-06,2,3,hbr,True,S2_D3 hbr
constant_run3,19.0,1.130763763283211e-12,0.5161529302363486,2.129151062260461e-06,0.661629908086347,1.408710021625337e-06,2,3,hbr,False,S2_D3 hbr
constant_run4,19.0,1.130763763283211e-12,0.9093557102513907,2.1738780470860147e-06,0.11537860554542939,2.5081901769860567e-07,2,3,hbr,False,S2_D3 hbr
control,19.0,1.130763763283211e-12,0.006693131631347069,1.5369644976649451e-06,-3.0429374995608454,-4.676886905438359e-06,2,3,hbr,True,S2_D3 hbr
drift_1_run1,19.0,1.130763763283211e-12,0.04355200434260363,7.351816526201265e-05,-2.162384167767375,-0.00015897451660588157,2,3,hbr,True,S2_D3 hbr
drift_1_run2,19.0,1.130763763283211e-12,0.7225193364194276,8.003530332757419e-05,-0.360405708015079,-2.884518016197598e-05,2,3,hbr,False,S2_D3 hbr
drift_1_run3,19.0,1.130763763283211e-12,0.032325474259891185,8.013269449889218e-05,-2.3093692207566,-0.00018505597825203333,2,3,hbr,True,S2_D3 hbr
drift_1_run4,19.0,1.130763763283211e-12,0.1813229155831019,8.343753208395382e-05,-1.3875883064580206,-0.00011577694383941024,2,3,hbr,False,S2_D3 hbr
drift_2_run1,19.0,1.130763763283211e-12,1.2305042571099157e-06,6.757063064858364e-05,-6.964812717949303,-0.0004706167877011103,2,3,hbr,True,S2_D3 hbr
drift_2_run2,19.0,1.130763763283211e-12,0.00038033561126474746,7.59023417665987e-05,4.306918731452454,0.0003269052175156698,2,3,hbr,True,S2_D3 hbr
drift_2_run3,19.0,1.130763763283211e-12,0.9610227442811248,7.60323303044011e-05,0.049518759898401814,3.7650267088596184e-06,2,3,hbr,False,S2_D3 hbr
drift_2_run4,19.0,1.130763763283211e-12,0.01872111829482129,8.044464418270444e-05,-2.5706159615883677,-0.00020679228636035686,2,3,hbr,True,S2_D3 hbr
drift_3_run1,19.0,1.130763763283211e-12,0.5166953091504055,7.01522840210299e-05,-0.6607651959346907,-4.635418769642189e-05,2,3,hbr,False,S2_D3 hbr
drift_3_run2,19.0,1.130763763283211e-12,0.7593567817391944,7.561233340740563e-05,0.3107729850810646,2.349827056196415e-05,2,3,hbr,False,S2_D3 hbr
drift_3_run3,19.0,1.130763763283211e-12,0.9639100754485272,7.583901038864428e-05,0.04584772726370429,3.4770462642477995e-06,2,3,hbr,False,S2_D3 hbr
drift_3_run4,19.0,1.130763763283211e-12,0.11078452534113586,7.868194738846556e-05,-1.6726401728040865,-0.00013160658607640509,2,3,hbr,False,S2_D3 hbr
arith,19.0,6.400438676929789e-12,1.3531126048355205e-10,3.65571183544753e-06,-12.468544143518695,-4.558140439626128e-05,3,3,hbo,True,S3_D3 hbo
arith1,19.0,6.400438676929789e-12,0.3360472222210218,3.654827060999459e-06,0.9869972573694291,3.607304285366037e-06,3,3,hbo,False,S3_D3 hbo
constant_run1,19.0,6.400438676929789e-12,0.15275333904157207,4.8003203066898035e-06,-1.489558508634996,-7.15035795700315e-06,3,3,hbo,False,S3_D3 hbo
constant_run2,19.0,6.400438676929789e-12,0.0023964762488914142,5.077956116220523e-06,3.499792248646445,1.7771791454515393e-05,3,3,hbo,True,S3_D3 hbo
constant_run3,19.0,6.400438676929789e-12,0.05889287960267781,5.065535983044953e-06,-2.009596877570651,-1.0179685294748915e-05,3,3,hbo,False,S3_D3 hbo
constant_run4,19.0,6.400438676929789e-12,0.00883395249412605,5.171947479656381e-06,2.91740981713633,1.5088690350863025e-05,3,3,hbo,True,S3_D3 hbo
control,19.0,6.400438676929789e-12,0.9234459072316511,3.6566447095203693e-06,-0.09737826409641409,-3.5607771423042993e-07,3,3,hbo,False,S3_D3 hbo
drift_1_run1,19.0,6.400438676929789e-12,0.5237216049686985,0.00017490957694039534,0.649608691505223,0.00011362278140798235,3,3,hbo,False,S3_D3 hbo
drift_1_run2,19.0,6.400438676929789e-12,0.11377005512549575,0.0001904147226121755,1.657834223909325,0.0003156760438826654,3,3,hbo,False,S3_D3 hbo
drift_1_run3,19.0,6.400438676929789e-12,0.0005334145822687214,0.00019064642927286608,4.158586560870557,0.0007928196786521,3,3,hbo,True,S3_D3 hbo
drift_1_run4,19.0,6.400438676929789e-12,0.08608094055881138,0.00019850908120113081,1.810384646270976,0.0003593777927518857,3,3,hbo,False,S3_D3 hbo
drift_2_run1,19.0,6.400438676929789e-12,0.00021395120786885208,0.00016075959428827455,-4.560092949755632,-0.0007330786925195367,3,3,hbo,True,S3_D3 hbo
drift_2_run2,19.0,6.400438676929789e-12,0.7510144549977456,0.00018058185266003776,0.32193845647336145,5.813624291247253e-05,3,3,hbo,False,S3_D3 hbo
drift_2_run3,19.0,6.400438676929789e-12,6.919389653432307e-05,0.0001808911128282301,-5.062257582699446,-0.0009157174075576489,3,3,hbo,True,S3_D3 hbo
drift_2_run4,19.0,6.400438676929789e-12,0.044328181510847574,0.00019138859941582103,-2.153558250079521,-0.000412166497243106,3,3,hbo,True,S3_D3 hbo
drift_3_run1,19.0,6.400438676929789e-12,0.009356722701559917,0.00016690169396625225,-2.8912540799896105,-0.00048255520363710416,3,3,hbo,True,S3_D3 hbo
drift_3_run2,19.0,6.400438676929789e-12,0.14051758048639246,0.00017989188387157768,1.5380766051513417,0.0002766874980394756,3,3,hbo,False,S3_D3 hbo
drift_3_run3,19.0,6.400438676929789e-12,0.0009802040149626348,0.00018043117881656544,-3.8921605555424232,-0.0007022671171798577,3,3,hbo,True,S3_D3 hbo
drift_3_run4,19.0,6.400438676929789e-12,0.20499592436333258,0.00018719490729285094,-1.3124703694727622,-0.00024568776913806755,3,3,hbo,False,S3_D3 hbo
arith,19.0,1.6302733269678911e-13,1.8712542136777373e-09,5.83441471457327e-07,-10.656681447832446,-6.217549904775361e-06,3,3,hbr,True,S3_D3 hbr
arith1,19.0,1.6302733269678911e-13,4.880692534689011e-07,5.833002639089407e-07,7.435689359546133,4.3372395657681615e-06,3,3,hbr,True,S3_D3 hbr
constant_run1,19.0,1.6302733269678911e-13,0.005033621174244411,7.661178094084446e-07,-3.1707304993707344,-2.4291531044024504e-06,3,3,hbr,True,S3_D3 hbr
constant_run2,19.0,1.6302733269678911e-13,0.17065093081966629,8.104277147109284e-07,1.424042600935501,1.1540835907271645e-06,3,3,hbr,False,S3_D3 hbr
constant_run3,19.0,1.6302733269678911e-13,0.18296327639054358,8.08445495897786e-07,-1.3821389597291918,-1.1173840166979165e-06,3,3,hbr,False,S3_D3 hbr
constant_run4,19.0,1.6302733269678911e-13,0.8596312336611884,8.254284756723251e-07,-0.1792601744804305,-1.4796645257013678e-07,3,3,hbr,False,S3_D3 hbr
control,19.0,1.6302733269678911e-13,3.0578870394399476e-07,5.835903555724435e-07,7.67977260251757,4.481841223818738e-06,3,3,hbr,True,S3_D3 hbr
drift_1_run1,19.0,1.6302733269678911e-13,0.0001473678346024123,2.7915083446283167e-05,4.7250118823568705,0.00013189910098067154,3,3,hbr,True,S3_D3 hbr
drift_1_run2,19.0,1.6302733269678911e-13,0.021944211804511504,3.0389661698919473e-05,2.495572582541046,7.583960652852119e-05,3,3,hbr,True,S3_D3 hbr
drift_1_run3,19.0,1.6302733269678911e-13,3.5167306490399016e-05,3.0426641439431006e-05,5.368172590634075,0.00016333546260020447,3,3,hbr,True,S3_D3 hbr
drift_1_run4,19.0,1.6302733269678911e-13,0.3186193550943487,3.1681498883637076e-05,1.0241685635781606,3.244719520365768e-05,3,3,hbr,False,S3_D3 hbr
drift_2_run1,19.0,1.6302733269678911e-13,0.20507800758429692,2.565678545364657e-05,-1.3122221363438402,-3.366740181969967e-05,3,3,hbr,False,S3_D3 hbr
drift_2_run2,19.0,1.6302733269678911e-13,0.22098039574864625,2.8820362921620892e-05,1.2655320173666602,3.647309202943818e-05,3,3,hbr,False,S3_D3 hbr
drift_2_run3,19.0,1.6302733269678911e-13,0.026709170861726524,2.8869719986869767e-05,2.401722807820749,6.933706494786365e-05,3,3,hbr,True,S3_D3 hbr
drift_2_run4,19.0,1.6302733269678911e-13,0.0475613909546618,3.054508973617e-05,-2.1182446142330678,-6.470197182490785e-05,3,3,hbr,True,S3_D3 hbr
drift_3_run1,19.0,1.6302733269678911e-13,0.8358858961862607,2.66370475298882e-05,-0.2100224383994697,-5.594377673989691e-06,3,3,hbr,False,S3_D3 hbr
drift_3_run2,19.0,1.6302733269678911e-13,0.05281201611791535,2.8710245816302197e-05,2.0652882687202743,5.929493387648426e-05,3,3,hbr,False,S3_D3 hbr
drift_3_run3,19.0,1.6302733269678911e-13,0.011178719076490942,2.8796315794029158e-05,-2.809945749074058,-8.091608515442638e-05,3,3,hbr,True,S3_D3 hbr
drift_3_run4,19.0,1.6302733269678911e-13,0.7748945612268221,2.987578810267154e-05,-0.29008349891034535,-8.666473145527027e-06,3,3,hbr,False,S3_D3 hbr
